
                        S T E P       1


                                INCREMENT     1


 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set ALL and time  0.1000000E+01

         1   1  4.733786E+07  7.950143E+06  8.693290E+06  3.530610E+06  7.729809E+06  2.280214E+04
         2   1  4.068684E+07  7.021233E+06  1.301146E+07  4.766855E+06  7.443236E+06 -5.198922E+04
         3   1  4.215409E+07  7.444943E+06  1.361275E+07  5.332575E+06  4.394242E+06 -9.260480E+04
         4   1  4.231514E+07  7.487262E+06  1.443077E+07  5.709847E+06  3.120704E+06 -5.118159E+04
         5   1  4.305637E+07  7.687701E+06  1.481268E+07  5.899771E+06  1.377726E+06 -3.199065E+04
         6   1  4.299963E+07  7.649243E+06  1.490705E+07  5.965819E+06 -3.018957E-03  6.112123E-05
         7   1  4.305637E+07  7.687701E+06  1.481268E+07  5.899771E+06 -1.377726E+06  3.199065E+04
         8   1  4.231514E+07  7.487262E+06  1.443077E+07  5.709847E+06 -3.120704E+06  5.118159E+04
         9   1  4.215409E+07  7.444943E+06  1.361275E+07  5.332575E+06 -4.394242E+06  9.260480E+04
        10   1  4.068684E+07  7.021233E+06  1.301146E+07  4.766855E+06 -7.443236E+06  5.198922E+04
        11   1  4.733786E+07  7.950143E+06  8.693290E+06  3.530610E+06 -7.729809E+06 -2.280214E+04
        12   1  3.618056E+07  1.068648E+07  7.077190E+06  4.185538E+05  6.303579E+06 -4.472641E+04
        13   1  2.972836E+07  9.783750E+06  1.071446E+07  2.354542E+06  5.857374E+06 -7.787994E+04
        14   1  2.995970E+07  9.894974E+06  1.095454E+07  3.259400E+06  3.384225E+06 -1.407368E+05
        15   1  2.949704E+07  9.955031E+06  1.140676E+07  3.787940E+06  2.444181E+06 -1.136012E+05
        16   1  2.979938E+07  1.012006E+07  1.162445E+07  4.050973E+06  1.067101E+06 -5.695831E+04
        17   1  2.963392E+07  1.008240E+07  1.165406E+07  4.140729E+06 -2.307557E-03  1.398835E-04
        18   1  2.979938E+07  1.012006E+07  1.162445E+07  4.050973E+06 -1.067101E+06  5.695831E+04
        19   1  2.949704E+07  9.955031E+06  1.140676E+07  3.787940E+06 -2.444181E+06  1.136012E+05
        20   1  2.995970E+07  9.894974E+06  1.095454E+07  3.259400E+06 -3.384225E+06  1.407368E+05
        21   1  2.972836E+07  9.783750E+06  1.071446E+07  2.354542E+06 -5.857374E+06  7.787994E+04
        22   1  3.618056E+07  1.068648E+07  7.077190E+06  4.185538E+05 -6.303579E+06  4.472641E+04
        23   1  2.735630E+07  8.289203E+06  5.350636E+06 -2.543753E+06  4.920296E+06 -1.334939E+05
        24   1  2.260128E+07  7.678578E+06  8.084930E+06 -7.686203E+05  4.548687E+06 -1.523996E+05
        25   1  2.288999E+07  7.791140E+06  8.409602E+06  2.459552E+04  2.536034E+06 -1.096026E+05
        26   1  2.243083E+07  7.697676E+06  8.739873E+06  5.517063E+05  1.833633E+06 -1.101276E+05
        27   1  2.263088E+07  7.813236E+06  8.876374E+06  7.923735E+05  7.930901E+05 -5.568567E+04
        28   1  2.248242E+07  7.759905E+06  8.901410E+06  8.817858E+05 -1.722817E-03  6.944888E-05
        29   1  2.263088E+07  7.813236E+06  8.876374E+06  7.923735E+05 -7.930901E+05  5.568567E+04
        30   1  2.243083E+07  7.697676E+06  8.739873E+06  5.517063E+05 -1.833633E+06  1.101276E+05
        31   1  2.288999E+07  7.791140E+06  8.409602E+06  2.459552E+04 -2.536034E+06  1.096026E+05
        32   1  2.260128E+07  7.678578E+06  8.084930E+06 -7.686203E+05 -4.548687E+06  1.523996E+05
        33   1  2.735630E+07  8.289203E+06  5.350636E+06 -2.543753E+06 -4.920296E+06  1.334939E+05
        34   1  1.802121E+07  5.837846E+06  3.569211E+06 -3.475660E+06  3.306191E+06 -1.345367E+05
        35   1  1.469450E+07  5.377388E+06  5.348264E+06 -1.545649E+06  3.088877E+06 -2.220098E+05
        36   1  1.487378E+07  5.497047E+06  5.520827E+06 -7.577471E+05  1.722716E+06 -1.616957E+05
        37   1  1.456038E+07  5.448601E+06  5.783880E+06 -2.335257E+05  1.222449E+06 -1.068538E+05
        38   1  1.466049E+07  5.495249E+06  5.873634E+06  2.341111E+04  5.279195E+05 -5.962929E+04
        39   1  1.455841E+07  5.470510E+06  5.885280E+06  1.149582E+05 -1.120739E-03  9.080068E-05
        40   1  1.466049E+07  5.495249E+06  5.873634E+06  2.341111E+04 -5.279195E+05  5.962929E+04
        41   1  1.456038E+07  5.448601E+06  5.783880E+06 -2.335257E+05 -1.222449E+06  1.068538E+05
        42   1  1.487378E+07  5.497047E+06  5.520827E+06 -7.577471E+05 -1.722716E+06  1.616957E+05
        43   1  1.469450E+07  5.377388E+06  5.348264E+06 -1.545649E+06 -3.088877E+06  2.220098E+05
        44   1  1.802121E+07  5.837846E+06  3.569211E+06 -3.475660E+06 -3.306191E+06  1.345367E+05
        45   1  9.063721E+06  2.943386E+06  1.793941E+06 -4.497105E+06  1.674236E+06 -1.524770E+05
        46   1  7.413010E+06  2.717417E+06  2.698144E+06 -2.582699E+06  1.560279E+06 -2.261501E+05
