Part,ElementID,vonMises_Pa,Sxx_Pa,Syy_Pa,Szz_Pa,Sxy_Pa,Syz_Pa,Szx_Pa
PART_003_R247G182B210A255,1,47337860.0,7950143.0,8693290.0,3530610.0,22802.14,7729809.0,41705163.66673086
PART_000_R31G119B180A255,2,40686840.0,7021233.0,13011460.0,4766855.0,-51989.22,7443236.0,34669488.041105255
PART_000_R31G119B180A255,3,42154090.0,7444943.0,13612750.0,5332575.0,-92604.8,4394242.0,34233759.542719595
PART_000_R31G119B180A255,4,42315140.0,7487262.0,14430770.0,5709847.0,-51181.59,3120704.0,33858485.45247504
PART_000_R31G119B180A255,5,43056370.0,7687701.0,14812680.0,5899771.0,-31990.65,1377726.0,34056224.08979986
PART_000_R31G119B180A255,6,42999630.0,7649243.0,14907050.0,5965819.0,6.112123e-05,-0.003018957,33948966.49826018
PART_000_R31G119B180A255,7,43056370.0,7687701.0,14812680.0,5899771.0,31990.65,-1377726.0,34056224.08979986
PART_000_R31G119B180A255,8,42315140.0,7487262.0,14430770.0,5709847.0,51181.59,-3120704.0,33858485.45247504
PART_000_R31G119B180A255,9,42154090.0,7444943.0,13612750.0,5332575.0,92604.8,-4394242.0,34233759.542719595
PART_000_R31G119B180A255,10,40686840.0,7021233.0,13011460.0,4766855.0,51989.22,-7443236.0,34669488.041105255
PART_001_R158G218B229A255,11,47337860.0,7950143.0,8693290.0,3530610.0,-22802.14,-7729809.0,41705163.66673086
PART_003_R247G182B210A255,12,36180560.0,10686480.0,7077190.0,418553.8,-44726.41,6303579.0,29575792.553829573
PART_001_R158G218B229A255,13,29728360.0,9783750.0,10714460.0,2354542.0,-77879.94,5857374.0,22353239.846947987
PART_001_R158G218B229A255,14,29959700.0,9894974.0,10954540.0,3259400.0,-140736.8,3384225.0,21183612.304491736
PART_001_R158G218B229A255,15,29497040.0,9955031.0,11406760.0,3787940.0,-113601.2,2444181.0,20411618.700459998
PART_001_R158G218B229A255,16,29799380.0,10120060.0,11624450.0,4050973.0,-56958.31,1067101.0,20312322.512202393
PART_001_R158G218B229A255,17,29633920.0,10082400.0,11654060.0,4140729.0,0.0001398835,-0.002307557,20135556.051351625
PART_001_R158G218B229A255,18,29799380.0,10120060.0,11624450.0,4050973.0,56958.31,-1067101.0,20312322.512202393
PART_001_R158G218B229A255,19,29497040.0,9955031.0,11406760.0,3787940.0,113601.2,-2444181.0,20411618.700459998
PART_001_R158G218B229A255,20,29959700.0,9894974.0,10954540.0,3259400.0,140736.8,-3384225.0,21183612.304491736
PART_001_R158G218B229A255,21,29728360.0,9783750.0,10714460.0,2354542.0,77879.94,-5857374.0,22353239.846947987
PART_001_R158G218B229A255,22,36180560.0,10686480.0,7077190.0,418553.8,44726.41,-6303579.0,29575792.553829573
PART_003_R247G182B210A255,23,27356300.0,8289203.0,5350636.0,-2543753.0,-133493.9,4920296.0,22810364.83866016
PART_001_R158G218B229A255,24,22601280.0,7678578.0,8084930.0,-768620.3,-152399.6,4548687.0,16754162.342787173
PART_001_R158G218B229A255,25,22889990.0,7791140.0,8409602.0,24595.52,-109602.6,2536034.0,15438651.494068531
PART_001_R158G218B229A255,26,22430830.0,7697676.0,8739873.0,551706.3,-110127.6,1833633.0,14623040.251619304
PART_001_R158G218B229A255,27,22630880.0,7813236.0,8876374.0,792373.5,-55685.67,793090.1,14447127.098599873
PART_001_R158G218B229A255,28,22482420.0,7759905.0,8901410.0,881785.8,6.944888e-05,-0.001722817,14268226.78879264
PART_001_R158G218B229A255,29,22630880.0,7813236.0,8876374.0,792373.5,55685.67,-793090.1,14447127.098599873
PART_001_R158G218B229A255,30,22430830.0,7697676.0,8739873.0,551706.3,110127.6,-1833633.0,14623040.251619304
PART_001_R158G218B229A255,31,22889990.0,7791140.0,8409602.0,24595.52,109602.6,-2536034.0,15438651.494068531
PART_001_R158G218B229A255,32,22601280.0,7678578.0,8084930.0,-768620.3,152399.6,-4548687.0,16754162.342787173
PART_001_R158G218B229A255,33,27356300.0,8289203.0,5350636.0,-2543753.0,133493.9,-4920296.0,22810364.83866016
PART_003_R247G182B210A255,34,18021210.0,5837846.0,3569211.0,-3475660.0,-134536.7,3306191.0,15821134.711867057
PART_001_R158G218B229A255,35,14694500.0,5377388.0,5348264.0,-1545649.0,-222009.8,3088877.0,11091402.828708645
PART_001_R158G218B229A255,36,14873780.0,5497047.0,5520827.0,-757747.1,-161695.7,1722716.0,9919926.324413287
PART_001_R158G218B229A255,37,14560380.0,5448601.0,5783880.0,-233525.7,-106853.8,1222449.0,9206679.153503112
PART_001_R158G218B229A255,38,14660490.0,5495249.0,5873634.0,23411.11,-59629.29,527919.5,9029132.64233358
PART_001_R158G218B229A255,39,14558410.0,5470510.0,5885280.0,114958.2,9.080068e-05,-0.001120739,8890006.661591526
PART_001_R158G218B229A255,40,14660490.0,5495249.0,5873634.0,23411.11,59629.29,-527919.5,9029132.64233358
PART_001_R158G218B229A255,41,14560380.0,5448601.0,5783880.0,-233525.7,106853.8,-1222449.0,9206679.153503112
PART_001_R158G218B229A255,42,14873780.0,5497047.0,5520827.0,-757747.1,161695.7,-1722716.0,9919926.324413287
PART_001_R158G218B229A255,43,14694500.0,5377388.0,5348264.0,-1545649.0,222009.8,-3088877.0,11091402.828708645
PART_001_R158G218B229A255,44,18021210.0,5837846.0,3569211.0,-3475660.0,134536.7,-3306191.0,15821134.711867057
PART_003_R247G182B210A255,45,9063721.0,2943386.0,1793941.0,-4497105.0,-152477.0,1674236.0,10722197.497951388
PART_001_R158G218B229A255,46,7413010.0,2717417.0,2698144.0,-2582699.0,-226150.1,1560279.0,7043245.621486094
PART_001_R158G218B229A255,47,7509571.0,2771083.0,2791881.0,-1814009.0,-187558.6,871045.5,5882918.615813041
PART_001_R158G218B229A255,48,7351458.0,2749585.0,2912980.0,-1318377.0,-125137.0,618312.2,5182689.598463285
PART_001_R158G218B229A255,49,7406655.0,2775376.0,2967428.0,-1078649.0,-59814.22,264126.2,4930177.980454858
PART_001_R158G218B229A255,50,7351562.0,2753468.0,2974522.0,-990093.6,7.506128e-05,-0.000564857,4807885.423235342
PART_001_R158G218B229A255,51,7406655.0,2775376.0,2967428.0,-1078649.0,59814.22,-264126.2,4930177.980454858
PART_001_R158G218B229A255,52,7351458.0,2749585.0,2912980.0,-1318377.0,125137.0,-618312.2,5182689.598463285
PART_001_R158G218B229A255,53,7509571.0,2771083.0,2791881.0,-1814009.0,187558.6,-871045.5,5882918.615813041
PART_001_R158G218B229A255,54,7413010.0,2717417.0,2698144.0,-2582699.0,226150.1,-1560279.0,7043245.621486094
PART_002_R214G39B40A255,55,9063721.0,2943386.0,1793941.0,-4497105.0,152477.0,-1674236.0,10722197.497951388
PART_003_R247G182B210A255,56,0.009908249,0.003188343,0.001894508,-4471977.0,-145929.7,0.001806297,7749814.275039968
PART_001_R158G218B229A255,57,0.008073075,0.00297681,0.002946803,-2512554.0,-245547.9,0.001731605,4372603.814928953
PART_001_R158G218B229A255,58,0.008202042,0.003031205,0.003034154,-1735067.0,-189861.6,0.0009398736,3023163.039753344
PART_001_R158G218B229A255,59,0.008024288,0.003003369,0.003195012,-1230641.0,-130337.3,0.000681512,2143454.0461500147
PART_001_R158G218B229A255,60,0.008085484,0.003034249,0.003226653,-988415.6,-63603.84,0.0002851018,1715526.8987568563
PART_001_R158G218B229A255,61,0.008024062,0.003007223,0.003260695,-898515.1,7.672165e-05,-3.522069e-07,1556273.8045678306
PART_001_R158G218B229A255,62,0.008083763,0.003033576,0.003226031,-988415.6,63603.84,-0.0002858097,1715526.8987568563
PART_001_R158G218B229A255,63,0.008020887,0.003001996,0.003193778,-1230641.0,130337.3,-0.000681946,2143454.0461500147
PART_001_R158G218B229A255,64,0.008196876,0.003029184,0.003032417,-1735067.0,189861.6,-0.0009400742,3023163.039753344
PART_001_R158G218B229A255,65,0.008066396,0.002974243,0.002944631,-2512554.0,245547.9,-0.00173103,4372603.814928953
PART_002_R214G39B40A255,66,0.009899003,0.003185184,0.001892887,-4471977.0,145929.7,-0.001805182,7749814.275039968
PART_003_R247G182B210A255,67,-9063721.0,-2943386.0,-1793941.0,-4497105.0,-152477.0,-1674236.0,10722197.497951388
PART_001_R158G218B229A255,68,-7413010.0,-2717417.0,-2698144.0,-2582699.0,-226150.1,-1560279.0,7043245.621486094
PART_001_R158G218B229A255,69,-7509571.0,-2771083.0,-2791881.0,-1814009.0,-187558.6,-871045.5,5882918.615813041
PART_001_R158G218B229A255,70,-7351458.0,-2749585.0,-2912980.0,-1318377.0,-125137.0,-618312.2,5182689.598463285
PART_001_R158G218B229A255,71,-7406655.0,-2775376.0,-2967428.0,-1078649.0,-59814.22,-264126.2,4930177.980454858
PART_001_R158G218B229A255,72,-7351562.0,-2753468.0,-2974522.0,-990093.6,7.507483e-05,0.0005641309,4807885.423235342
PART_001_R158G218B229A255,73,-7406655.0,-2775376.0,-2967428.0,-1078649.0,59814.22,264126.2,4930177.980454858
PART_001_R158G218B229A255,74,-7351458.0,-2749585.0,-2912980.0,-1318377.0,125137.0,618312.2,5182689.598463285
PART_001_R158G218B229A255,75,-7509571.0,-2771083.0,-2791881.0,-1814009.0,187558.6,871045.5,5882918.615813041
PART_001_R158G218B229A255,76,-7413010.0,-2717417.0,-2698144.0,-2582699.0,226150.1,1560279.0,7043245.621486094
PART_002_R214G39B40A255,77,-9063721.0,-2943386.0,-1793941.0,-4497105.0,152477.0,1674236.0,10722197.497951388
PART_003_R247G182B210A255,78,-18021210.0,-5837846.0,-3569211.0,-3475660.0,-134536.7,-3306191.0,15821134.711867057
PART_001_R158G218B229A255,79,-14694500.0,-5377388.0,-5348264.0,-1545649.0,-222009.8,-3088877.0,11091402.828708645
PART_001_R158G218B229A255,80,-14873780.0,-5497047.0,-5520827.0,-757747.2,-161695.7,-1722716.0,9919926.347329197
PART_001_R158G218B229A255,81,-14560380.0,-5448601.0,-5783880.0,-233525.7,-106853.8,-1222449.0,9206679.153503112
PART_001_R158G218B229A255,82,-14660490.0,-5495249.0,-5873634.0,23411.11,-59629.29,-527919.5,9029132.64233358
PART_001_R158G218B229A255,83,-14558410.0,-5470510.0,-5885280.0,114958.2,9.082202e-05,0.001119946,8890006.661591526
PART_001_R158G218B229A255,84,-14660490.0,-5495249.0,-5873634.0,23411.1,59629.29,527919.5,9029132.642255794
PART_001_R158G218B229A255,85,-14560380.0,-5448601.0,-5783880.0,-233525.7,106853.8,1222449.0,9206679.153503112
PART_001_R158G218B229A255,86,-14873780.0,-5497047.0,-5520827.0,-757747.1,161695.7,1722716.0,9919926.324413287
PART_001_R158G218B229A255,87,-14694500.0,-5377388.0,-5348264.0,-1545649.0,222009.8,3088877.0,11091402.828708645
PART_002_R214G39B40A255,88,-18021210.0,-5837846.0,-3569211.0,-3475660.0,134536.7,3306191.0,15821134.711867057
PART_003_R247G182B210A255,89,-27356300.0,-8289203.0,-5350636.0,-2543753.0,-133493.9,-4920296.0,22810364.83866016
PART_001_R158G218B229A255,90,-22601280.0,-7678578.0,-8084930.0,-768620.3,-152399.6,-4548687.0,16754162.342787173
PART_001_R158G218B229A255,91,-22889990.0,-7791140.0,-8409602.0,24595.52,-109602.6,-2536034.0,15438651.494068531
PART_001_R158G218B229A255,92,-22430830.0,-7697676.0,-8739873.0,551706.3,-110127.6,-1833633.0,14623040.251619304
PART_001_R158G218B229A255,93,-22630880.0,-7813236.0,-8876374.0,792373.5,-55685.67,-793090.1,14447127.098599873
PART_001_R158G218B229A255,94,-22482420.0,-7759905.0,-8901410.0,881785.8,6.948421e-05,0.00172189,14268226.78879264
PART_001_R158G218B229A255,95,-22630880.0,-7813236.0,-8876374.0,792373.5,55685.67,793090.1,14447127.098599873
PART_001_R158G218B229A255,96,-22430830.0,-7697676.0,-8739873.0,551706.3,110127.6,1833633.0,14623040.251619304
PART_001_R158G218B229A255,97,-22889990.0,-7791140.0,-8409602.0,24595.52,109602.6,2536034.0,15438651.494068531
PART_001_R158G218B229A255,98,-22601280.0,-7678578.0,-8084930.0,-768620.3,152399.6,4548687.0,16754162.342787173
PART_002_R214G39B40A255,99,-27356300.0,-8289203.0,-5350636.0,-2543753.0,133493.9,4920296.0,22810364.83866016
PART_003_R247G182B210A255,100,-36180560.0,-10686480.0,-7077190.0,418553.8,-44726.41,-6303579.0,29575792.553829573
PART_001_R158G218B229A255,101,-29728360.0,-9783750.0,-10714460.0,2354542.0,-77879.94,-5857374.0,22353239.846947987
PART_001_R158G218B229A255,102,-29959700.0,-9894974.0,-10954540.0,3259400.0,-140736.8,-3384225.0,21183612.304491736
PART_001_R158G218B229A255,103,-29497040.0,-9955031.0,-11406760.0,3787940.0,-113601.2,-2444181.0,20411618.700459998
PART_001_R158G218B229A255,104,-29799380.0,-10120060.0,-11624450.0,4050973.0,-56958.31,-1067101.0,20312322.512202393
PART_001_R158G218B229A255,105,-29633920.0,-10082400.0,-11654060.0,4140729.0,0.0001399402,0.002306445,20135556.051351625
PART_001_R158G218B229A255,106,-29799380.0,-10120060.0,-11624450.0,4050973.0,56958.31,1067101.0,20312322.512202393
PART_001_R158G218B229A255,107,-29497040.0,-9955031.0,-11406760.0,3787940.0,113601.2,2444181.0,20411618.700459998
PART_001_R158G218B229A255,108,-29959700.0,-9894974.0,-10954540.0,3259400.0,140736.8,3384225.0,21183612.304491736
PART_001_R158G218B229A255,109,-29728360.0,-9783750.0,-10714460.0,2354542.0,77879.94,5857374.0,22353239.846947987
PART_002_R214G39B40A255,110,-36180560.0,-10686480.0,-7077190.0,418553.8,44726.41,6303579.0,29575792.553829573
PART_003_R247G182B210A255,111,-47337860.0,-7950143.0,-8693290.0,3530610.0,22802.14,-7729809.0,41705163.66673086
PART_001_R158G218B229A255,112,-40686840.0,-7021233.0,-13011460.0,4766855.0,-51989.22,-7443236.0,34669488.041105255
PART_001_R158G218B229A255,113,-42154090.0,-7444943.0,-13612750.0,5332575.0,-92604.8,-4394242.0,34233759.542719595
PART_001_R158G218B229A255,114,-42315140.0,-7487262.0,-14430770.0,5709847.0,-51181.59,-3120704.0,33858485.45247504
PART_001_R158G218B229A255,115,-43056370.0,-7687701.0,-14812680.0,5899771.0,-31990.65,-1377726.0,34056224.08979986
PART_001_R158G218B229A255,116,-42999630.0,-7649243.0,-14907050.0,5965819.0,6.117109e-05,0.003017385,33948966.49826018
PART_001_R158G218B229A255,117,-43056370.0,-7687701.0,-14812680.0,5899771.0,31990.65,1377726.0,34056224.08979986
PART_001_R158G218B229A255,118,-42315140.0,-7487262.0,-14430770.0,5709847.0,51181.59,3120704.0,33858485.45247504
PART_001_R158G218B229A255,119,-42154090.0,-7444943.0,-13612750.0,5332575.0,92604.8,4394242.0,34233759.542719595
PART_001_R158G218B229A255,120,-40686840.0,-7021233.0,-13011460.0,4766855.0,51989.22,7443236.0,34669488.041105255
PART_002_R214G39B40A255,121,-47337860.0,-7950143.0,-8693290.0,3530610.0,-22802.14,7729809.0,41705163.66673086
PART_003_R247G182B210A255,122,37206810.0,-2689759.0,-1764960.0,-1666596.0,112365.7,873102.2,39577172.602849275
PART_003_R247G182B210A255,123,40854610.0,-1024343.0,2767650.0,-709834.0,14410.39,5151848.0,41116396.34027925
PART_000_R31G119B180A255,124,37873280.0,-1675406.0,5420901.0,-366448.2,-135256.7,3753532.0,37101634.24246767
PART_000_R31G119B180A255,125,38958000.0,-1369379.0,6271827.0,-156141.2,-85633.38,2436023.0,37342114.01869092
PART_000_R31G119B180A255,126,38357880.0,-1600708.0,6949231.0,-64454.72,-54744.55,1240512.0,36507325.1023383
PART_000_R31G119B180A255,127,38907990.0,-1436113.0,7071710.0,-29062.76,0.0001008132,-0.002849758,36834654.13965802
PART_000_R31G119B180A255,128,38357880.0,-1600708.0,6949231.0,-64454.72,54744.55,-1240512.0,36507325.1023383
PART_000_R31G119B180A255,129,38958000.0,-1369379.0,6271827.0,-156141.2,85633.38,-2436023.0,37342114.01869092
PART_000_R31G119B180A255,130,37873280.0,-1675406.0,5420901.0,-366448.2,135256.7,-3753532.0,37101634.24246767
PART_000_R31G119B180A255,131,40854610.0,-1024343.0,2767650.0,-709833.9,-14410.39,-5151848.0,41116396.33510005
PART_000_R31G119B180A255,132,37206810.0,-2689759.0,-1764960.0,-1666596.0,-112365.7,-873102.2,39577172.602849275
PART_003_R247G182B210A255,133,32779820.0,-42955.29,-526324.3,-8271.676,-65413.29,316312.6,33071845.105394356
PART_003_R247G182B210A255,134,36617260.0,2574984.0,4208233.0,1620024.0,-170325.1,3798207.0,34017409.34825575
PART_000_R31G119B180A255,135,34045700.0,2108505.0,6693816.0,2503243.0,-243475.7,2852063.0,30625917.74560603
PART_000_R31G119B180A255,136,34925260.0,2461979.0,7366311.0,3010033.0,-230378.7,1834929.0,30921633.044561602
PART_000_R31G119B180A255,137,34371950.0,2365732.0,7942613.0,3294602.0,-116380.2,951533.6,30204715.061550938
PART_000_R31G119B180A255,138,34831920.0,2505173.0,8028437.0,3370773.0,0.0002228512,-0.002169219,30513311.697127927
PART_000_R31G119B180A255,139,34371950.0,2365732.0,7942613.0,3294602.0,116380.2,-951533.6,30204715.061550938
PART_000_R31G119B180A255,140,34925260.0,2461979.0,7366311.0,3010033.0,230378.7,-1834929.0,30921633.044561602
PART_000_R31G119B180A255,141,34045700.0,2108505.0,6693816.0,2503243.0,243475.7,-2852063.0,30625917.74560603
PART_000_R31G119B180A255,142,36617260.0,2574984.0,4208233.0,1620024.0,170325.1,-3798207.0,34017409.34825575
PART_002_R214G39B40A255,143,32779820.0,-42955.28,-526324.2,-8271.673,65413.29,-316312.6,33071845.049417824
PART_003_R247G182B210A255,144,22975280.0,1531147.0,-689485.8,-754197.7,-312951.9,338956.9,22688026.132496778
PART_003_R247G182B210A255,145,25734800.0,3754578.0,2831470.0,731868.1,-455161.0,2918194.0,23066173.985708766
PART_001_R158G218B229A255,146,23554980.0,3531393.0,4850086.0,1613773.0,-315424.5,2137475.0,19952335.437789977
PART_001_R158G218B229A255,147,24090880.0,3782918.0,5431162.0,2098813.0,-268804.3,1379284.0,20019906.11112406
PART_001_R158G218B229A255,148,23551840.0,3712170.0,5839043.0,2385716.0,-142357.2,707748.4,19354019.701947454
PART_001_R158G218B229A255,149,23882310.0,3832046.0,5912227.0,2466104.0,0.0002119311,-0.001602213,19567244.77439583
PART_001_R158G218B229A255,150,23551840.0,3712170.0,5839043.0,2385716.0,142357.2,-707748.4,19354019.701947454
PART_001_R158G218B229A255,151,24090880.0,3782918.0,5431162.0,2098813.0,268804.3,-1379284.0,20019906.11112406
PART_001_R158G218B229A255,152,23554980.0,3531393.0,4850086.0,1613773.0,315424.5,-2137475.0,19952335.437789977
PART_001_R158G218B229A255,153,25734800.0,3754578.0,2831470.0,731868.1,455161.0,-2918194.0,23066173.985708766
PART_002_R214G39B40A255,154,22975280.0,1531147.0,-689485.8,-754197.7,312951.9,-338956.9,22688026.132496778
PART_003_R247G182B210A255,155,15635380.0,1256109.0,-330429.2,-1665108.0,-351794.9,231926.2,15522377.487932762
PART_003_R247G182B210A255,156,17617330.0,2766636.0,2057664.0,-130521.9,-604381.1,1985834.0,15638159.33135695
PART_001_R158G218B229A255,157,16196540.0,2685872.0,3404376.0,712707.8,-435913.7,1434705.0,13476497.453000486
PART_001_R158G218B229A255,158,16557960.0,2848044.0,3838982.0,1199791.0,-299538.7,924360.3,13509591.763920046
PART_001_R158G218B229A255,159,16202940.0,2778287.0,4150044.0,1470130.0,-154803.6,473746.0,13073511.71813082
PART_001_R158G218B229A255,160,16417580.0,2853789.0,4190097.0,1551561.0,0.000219421,-0.00106732,13223417.392984312
PART_001_R158G218B229A255,161,16202940.0,2778287.0,4150044.0,1470130.0,154803.6,-473746.0,13073511.71813082
PART_001_R158G218B229A255,162,16557960.0,2848044.0,3838982.0,1199791.0,299538.7,-924360.4,13509591.784446804
PART_001_R158G218B229A255,163,16196540.0,2685872.0,3404376.0,712707.8,435913.7,-1434705.0,13476497.453000486
PART_001_R158G218B229A255,164,17617330.0,2766636.0,2057664.0,-130521.9,604381.1,-1985834.0,15638159.33135695
PART_002_R214G39B40A255,165,15635380.0,1256109.0,-330429.2,-1665108.0,351794.9,-231926.2,15522377.487932762
PART_003_R247G182B210A255,166,7579209.0,779663.5,-215808.3,-1939392.0,-395465.3,126583.8,8111381.613757547
PART_003_R247G182B210A255,167,8539571.0,1551379.0,974578.6,-390159.0,-670772.5,1005746.0,7618357.598383048
PART_001_R158G218B229A255,168,7807108.0,1517746.0,1649093.0,454446.1,-505469.4,725351.8,6458459.9548617955
PART_001_R158G218B229A255,169,7981613.0,1616685.0,1864439.0,933156.7,-346827.9,462796.3,6527825.703922323
PART_001_R158G218B229A255,170,7790852.0,1579804.0,2024878.0,1208505.0,-166341.9,238035.8,6375364.864902616
PART_001_R158G218B229A255,171,7898302.0,1613808.0,2053930.0,1284466.0,0.0002127712,-0.0005254095,6470872.186816859
PART_001_R158G218B229A255,172,7790852.0,1579804.0,2024878.0,1208505.0,166341.9,-238035.8,6375364.864902616
PART_001_R158G218B229A255,173,7981613.0,1616685.0,1864439.0,933156.6,346827.9,-462796.3,6527825.6610371405
PART_001_R158G218B229A255,174,7807108.0,1517746.0,1649093.0,454446.1,505469.4,-725351.8,6458459.9548617955
PART_002_R214G39B40A255,175,8539571.0,1551379.0,974578.6,-390159.0,670772.5,-1005746.0,7618357.598383048
PART_002_R214G39B40A255,176,7579209.0,779663.5,-215808.3,-1939392.0,395465.3,-126583.8,8111381.613757547
PART_003_R247G182B210A255,177,0.008273845,0.0008357297,-0.0002474635,-2261615.0,-395056.9,0.0001218582,3976545.8739197054
PART_003_R247G182B210A255,178,0.009373609,0.00170524,0.001007143,-706584.4,-690581.2,0.001091017,1711283.6481280362
PART_001_R158G218B229A255,179,0.008544935,0.001670091,0.001839857,124417.6,-524585.1,0.0008043698,933813.5782881451
PART_001_R158G218B229A255,180,0.008751726,0.001755926,0.002023315,596179.9,-360545.1,0.0004991554,1206760.0121374838
PART_001_R158G218B229A255,181,0.008531226,0.001734592,0.002237158,862124.3,-174510.0,0.0002630885,1523527.5338015622
PART_001_R158G218B229A255,182,0.008658457,0.001752409,0.002237042,940535.1,0.0002175838,-1.441015e-07,1629054.5795018747
PART_001_R158G218B229A255,183,0.008529352,0.001734089,0.002236807,862124.3,174510.0,-0.0002632919,1523527.5338015622
PART_001_R158G218B229A255,184,0.00874788,0.001754967,0.002022721,596179.9,360545.1,-0.0004992783,1206760.0121374838
PART_001_R158G218B229A255,185,0.00853936,0.001668745,0.001839065,124417.6,524585.1,-0.0008042416,933813.5782881451
PART_001_R158G218B229A255,186,0.009365684,0.001703455,0.001006643,-706584.4,690581.2,-0.001090646,1711283.6481280362
PART_002_R214G39B40A255,187,0.008265123,0.0008342018,-0.000247159,-2261615.0,395056.9,-0.0001219989,3976545.8739197054
PART_003_R247G182B210A255,188,-7579209.0,-779663.5,215808.3,-1939392.0,-395465.3,-126583.8,8111381.613757547
PART_003_R247G182B210A255,189,-8539571.0,-1551379.0,-974578.6,-390159.0,-670772.5,-1005746.0,7618357.598383048
PART_001_R158G218B229A255,190,-7807108.0,-1517746.0,-1649093.0,454446.1,-505469.4,-725351.8,6458459.9548617955
PART_001_R158G218B229A255,191,-7981613.0,-1616685.0,-1864439.0,933156.7,-346827.9,-462796.3,6527825.703922323
PART_001_R158G218B229A255,192,-7790852.0,-1579804.0,-2024878.0,1208505.0,-166341.9,-238035.8,6375364.864902616
PART_001_R158G218B229A255,193,-7898302.0,-1613808.0,-2053930.0,1284466.0,0.0002128059,0.0005251027,6470872.186816859
PART_001_R158G218B229A255,194,-7790852.0,-1579804.0,-2024878.0,1208505.0,166341.9,238035.8,6375364.864902616
PART_001_R158G218B229A255,195,-7981613.0,-1616685.0,-1864439.0,933156.6,346827.9,462796.3,6527825.6610371405
PART_001_R158G218B229A255,196,-7807108.0,-1517746.0,-1649093.0,454446.1,505469.4,725351.8,6458459.9548617955
PART_002_R214G39B40A255,197,-8539571.0,-1551379.0,-974578.6,-390159.0,670772.5,1005746.0,7618357.598383048
PART_002_R214G39B40A255,198,-7579209.0,-779663.5,215808.3,-1939392.0,395465.3,126583.8,8111381.613757547
PART_003_R247G182B210A255,199,-15635380.0,-1256109.0,330429.2,-1665108.0,-351794.9,-231926.2,15522377.487932762
PART_003_R247G182B210A255,200,-17617330.0,-2766636.0,-2057664.0,-130521.9,-604381.1,-1985834.0,15638159.33135695
PART_001_R158G218B229A255,201,-16196540.0,-2685872.0,-3404376.0,712707.8,-435913.7,-1434705.0,13476497.453000486
PART_001_R158G218B229A255,202,-16557960.0,-2848044.0,-3838982.0,1199791.0,-299538.7,-924360.3,13509591.763920046
PART_001_R158G218B229A255,203,-16202940.0,-2778287.0,-4150044.0,1470130.0,-154803.6,-473746.0,13073511.71813082
PART_001_R158G218B229A255,204,-16417580.0,-2853789.0,-4190097.0,1551561.0,0.0002194944,0.001066936,13223417.392984312
PART_001_R158G218B229A255,205,-16202940.0,-2778287.0,-4150044.0,1470130.0,154803.6,473746.0,13073511.71813082
PART_001_R158G218B229A255,206,-16557960.0,-2848044.0,-3838982.0,1199791.0,299538.7,924360.3,13509591.763920046
PART_001_R158G218B229A255,207,-16196540.0,-2685872.0,-3404376.0,712707.8,435913.7,1434705.0,13476497.453000486
PART_002_R214G39B40A255,208,-17617330.0,-2766636.0,-2057664.0,-130521.9,604381.1,1985834.0,15638159.33135695
PART_002_R214G39B40A255,209,-15635380.0,-1256109.0,330429.2,-1665108.0,351794.9,231926.2,15522377.487932762
PART_003_R247G182B210A255,210,-22975280.0,-1531147.0,689485.8,-754197.7,-312951.9,-338956.9,22688026.132496778
PART_003_R247G182B210A255,211,-25734800.0,-3754578.0,-2831470.0,731868.1,-455161.0,-2918194.0,23066173.985708766
PART_001_R158G218B229A255,212,-23554980.0,-3531393.0,-4850086.0,1613773.0,-315424.5,-2137475.0,19952335.437789977
PART_001_R158G218B229A255,213,-24090880.0,-3782918.0,-5431162.0,2098813.0,-268804.3,-1379284.0,20019906.11112406
PART_001_R158G218B229A255,214,-23551840.0,-3712170.0,-5839043.0,2385716.0,-142357.2,-707748.4,19354019.701947454
PART_001_R158G218B229A255,215,-23882310.0,-3832046.0,-5912227.0,2466104.0,0.00021205,0.001601722,19567244.77439583
PART_001_R158G218B229A255,216,-23551840.0,-3712170.0,-5839043.0,2385716.0,142357.2,707748.4,19354019.701947454
PART_001_R158G218B229A255,217,-24090880.0,-3782918.0,-5431162.0,2098813.0,268804.3,1379284.0,20019906.11112406
PART_001_R158G218B229A255,218,-23554980.0,-3531393.0,-4850086.0,1613773.0,315424.5,2137475.0,19952335.437789977
PART_001_R158G218B229A255,219,-25734800.0,-3754578.0,-2831470.0,731868.1,455161.0,2918194.0,23066173.985708766
PART_002_R214G39B40A255,220,-22975280.0,-1531147.0,689485.8,-754197.7,312951.9,338956.9,22688026.132496778
PART_003_R247G182B210A255,221,-32779820.0,42955.29,526324.3,-8271.676,-65413.29,-316312.6,33071845.105394356
PART_003_R247G182B210A255,222,-36617260.0,-2574984.0,-4208233.0,1620024.0,-170325.1,-3798207.0,34017409.34825575
PART_001_R158G218B229A255,223,-34045700.0,-2108505.0,-6693816.0,2503243.0,-243475.7,-2852063.0,30625917.74560603
PART_001_R158G218B229A255,224,-34925260.0,-2461979.0,-7366311.0,3010033.0,-230378.7,-1834929.0,30921633.044561602
PART_001_R158G218B229A255,225,-34371950.0,-2365732.0,-7942613.0,3294602.0,-116380.2,-951533.6,30204715.061550938
PART_001_R158G218B229A255,226,-34831920.0,-2505173.0,-8028437.0,3370773.0,0.000223003,0.002168519,30513311.697127927
PART_001_R158G218B229A255,227,-34371950.0,-2365732.0,-7942613.0,3294602.0,116380.2,951533.6,30204715.061550938
